Rk,Name,YoB,Votes,Pvote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,Gp,GS,SV,IP,Hp,HRp,BBp,SO,PosSummary,Year
903,y X-Nomar Garciaparra,2nd,8,0.018,113,41,14,44.2,43.1,43.7,55,1434,5586,927,1747,229,936,95,403,0.313,0.361,0.521,0.882,124,,,,,,,,,,,,,,*635/D4,2016
904,y X-Mike Sweeney,1st,3,0.007,49,28,16,24.8,21.8,23.3,54.8,1454,5188,759,1540,215,909,53,522,0.297,0.366,0.486,0.851,118,,,,,,,,,,,,,,*D*32,2016
905,y X-Jason Kendall,1st,2,0.005,108,38,15,41.7,30.4,36,44.7,2085,7627,1030,2195,75,744,189,721,0.288,0.366,0.378,0.744,95,,,,,,,,,,,,,,*2/79D,2016
906,y X-David Eckstein,1st,2,0.005,28,21,10,20.9,19,20,55,1311,5041,701,1414,35,392,123,376,0.28,0.345,0.355,0.701,87,,,,,,,,,,,,,,*64D,2016
907,y X-Garret Anderson,1st,1,0.002,74,33,17,25.7,22.8,24.2,53.6,2228,8640,1084,2529,287,1365,80,429,0.293,0.324,0.461,0.785,102,,,,,,,,,,,,,,*7*8D9,2016
908,y X-Randy Winn,1st,0,0,20,19,13,27.6,24.7,26.2,57.8,1717,6186,863,1759,110,662,215,526,0.284,0.343,0.416,0.759,99,,,,,,,,,,,,,,*8*9*7/D5,2016
909,y X-Mark Grudzielanek,1st,0,0,49,25,15,26.5,20.7,23.6,56.9,1802,7052,946,2040,90,640,133,364,0.289,0.332,0.393,0.725,90,,,,,,,,,,,,,,*4*65/D,2016
910,y X-Mike Lowell,1st,0,0,41,23,13,24.9,23.5,24.2,55.7,1601,5813,771,1619,223,952,30,548,0.279,0.342,0.464,0.805,108,,,,,,,,,,,,,,*53D/4,2016
911,y X-Luis Castillo,1st,0,0,61,31,15,29.1,24,26.6,56.9,1720,6510,1001,1889,28,443,370,800,0.29,0.368,0.351,0.719,92,,,,,,,,,,,,,,*4,2016
912,y X-Troy Glaus,1st,0,0,59,28,13,38,32.9,35.5,55.7,1537,5410,889,1375,320,950,56,854,0.254,0.358,0.489,0.847,119,,,,,,,,,,,,,,*53D/6,2016
913,y X-Mike Hampton,1st,0,0,27,13,16,28.2,25.3,26.7,61.5,423,725,97,178,16,79,3,47,0.246,0.294,0.356,0.65,67,148,115,4.06,107,1.442,419,355,1,2268.1,2370,200,901,1387,*1,2016
914,y X-Brad Ausmus,1st,0,0,80,25,18,16.5,15.1,15.8,44.7,1971,6279,718,1579,80,607,102,634,0.251,0.325,0.344,0.669,75,,,,,,,,,,,,,,*2/3456,2016
915,y Jeff Bagwell,7th,381,0.862,150,59,15,79.9,48.3,64.1,54.8,2150,7797,1517,2314,449,1529,202,1401,0.297,0.408,0.54,0.948,149,,,,,,,,,,,,,,*3/D9,2017
916,y Tim Raines,10th,380,0.86,91,47,23,69.4,42.4,55.9,53.6,2502,8872,1571,2605,170,980,808,1330,0.294,0.385,0.425,0.81,123,,,,,,,,,,,,,,*78D4/9,2017
917,y Ivan Rodriguez,1st,336,0.76,226,59,21,68.7,39.8,54.3,44.7,2543,9592,1354,2844,311,1332,127,513,0.296,0.334,0.464,0.798,106,,,,,,,,,,,,,,*2D/34,2017
918,y Trevor Hoffman HOF,2nd,327,0.74,159,19,18,27.9,19.4,23.7,32.5,1007,34,1,4,0,5,0,0,0.118,0.118,0.176,0.294,-22,61,75,2.87,141,1.058,1035,0,601,1089.1,846,100,307,1133,*1,2017
919,y Vladimir Guerrero HOF,1st,317,0.717,209,59,16,59.4,41.2,50.3,56.8,2147,8155,1328,2590,449,1496,181,737,0.318,0.379,0.553,0.931,140,,,,,,,,,,,,,,*9*D/87,2017
920,y Edgar Martinez HOF,8th,259,0.586,132,50,18,68.4,43.7,56,55.7,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147,,,,,,,,,,,,,,*D*5/3,2017
921,y Roger Clemens,5th,239,0.541,332,73,24,139.2,65.9,102.5,61.5,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17,354,184,3.12,143,1.173,709,707,0,4916.2,4185,363,1580,4672,*1,2017
922,y Barry Bonds,5th,238,0.538,340,77,22,162.8,72.7,117.8,53.6,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182,,,,,,,,,,,,,,*78D/9,2017
923,y Mike Mussina HOF,4th,229,0.518,121,54,18,82.8,44.5,63.6,61.5,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1,270,153,3.68,123,1.192,537,536,0,3562.2,3460,376,785,2813,*1,2017
924,y Curt Schilling,5th,199,0.45,171,46,20,79.5,48.6,64.1,61.5,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9,216,146,3.46,127,1.137,569,436,22,3261,2998,347,711,3116,*1,2017
925,y X-Lee Smith HOF,15th,151,0.342,127,13,18,28.9,20.8,24.8,32.5,770,64,2,3,1,2,0,3,0.047,0.09,0.094,0.183,-50,71,92,3.03,132,1.256,1022,6,478,1289.1,1133,89,486,1251,*1,2017
926,y Manny Ramirez,1st,105,0.238,226,69,19,69.4,40,54.7,53.6,2302,8244,1544,2574,555,1831,38,1329,0.312,0.411,0.585,0.996,154,,,,,,,,,,,,,,*7*9*D,2017
927,y Larry Walker,7th,97,0.219,148,58,17,72.7,44.7,58.7,56.8,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141,,,,,,,,,,,,,,*9387/D45,2017
928,y Fred McGriff,8th,96,0.217,100,48,19,52.6,36,44.3,54.8,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134,,,,,,,,,,,,,,*3D,2017
929,y Jeff Kent,4th,74,0.167,123,51,17,55.4,35.7,45.6,56.9,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123,,,,,,,,,,,,,,*453/D6,2017
930,y Gary Sheffield,3rd,59,0.133,158,61,22,60.5,38,49.3,56.8,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140,,,,,,,,,,,,,,*9*7*5*D6/3,2017
931,y Billy Wagner,2nd,45,0.102,107,24,16,27.7,19.8,23.7,32.5,810,20,1,2,0,1,0,1,0.1,0.143,0.1,0.243,-35,47,40,2.31,187,0.998,853,0,422,903,601,82,300,1196,*1,2017
932,y Sammy Sosa,5th,38,0.086,202,52,18,58.6,43.8,51.2,56.8,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128,,,,,,,,,,,,,,*98D/7,2017
933,y X-Jorge Posada,1st,17,0.038,98,40,17,42.8,32.7,37.7,44.7,1829,6092,900,1664,275,1065,20,936,0.273,0.374,0.474,0.848,121,,,,,,,,,,,,,,*2D3/4,2017
934,y X-Magglio Ordonez,1st,3,0.007,114,42,15,38.7,32,35.4,56.8,1848,6978,1076,2156,294,1236,94,651,0.309,0.369,0.502,0.871,125,,,,,,,,,,,,,,*9D/8,2017
935,y X-Jason Varitek,1st,2,0.005,54,31,15,24.2,18.8,21.5,44.7,1546,5099,664,1307,193,757,25,614,0.256,0.341,0.435,0.776,99,,,,,,,,,,,,,,*2/D,2017
936,y X-Edgar Renteria,1st,2,0.005,109,38,16,32.3,25.6,29,55,2152,8142,1200,2327,140,923,294,718,0.286,0.343,0.398,0.741,94,,,,,,,,,,,,,,*6/4D3,2017
937,y X-Tim Wakefield,1st,1,0.002,30,26,19,34.4,24.8,29.6,61.5,70,111,4,13,1,4,0,3,0.117,0.148,0.162,0.31,-16,200,180,4.41,105,1.35,627,463,22,3226.1,3152,418,1205,2156,*1,2017
938,y X-Mike Cameron,1st,0,0,13,24,17,46.7,32.6,39.7,57.8,1955,6839,1064,1700,278,968,297,867,0.249,0.338,0.444,0.782,106,,,,,,,,,,,,,,*89/D7,2017
939,y X-Casey Blake,1st,0,0,6,15,13,24.9,22.2,23.6,55.7,1265,4500,644,1186,167,616,36,445,0.264,0.336,0.442,0.778,107,,,,,,,,,,,,,,*593/D746,2017
940,y X-Matt Stairs,1st,0,0,9,20,19,14.2,12.9,13.5,56.8,1895,5204,770,1366,265,899,30,717,0.262,0.356,0.477,0.832,117,,,,,,,,,,,,,,*9*D37/84,2017
941,y X-Orlando Cabrera,1st,0,0,46,25,15,21.4,20,20.7,55,1985,7562,985,2055,123,854,216,514,0.272,0.317,0.39,0.707,84,,,,,,,,,,,,,,*64/5D,2017
942,y X-Derrek Lee,1st,0,0,58,30,15,34.6,27.3,30.9,54.8,1942,6962,1081,1959,331,1078,104,874,0.281,0.365,0.495,0.859,122,,,,,,,,,,,,,,*3/D,2017
943,y X-Freddy Sanchez,1st,0,0,34,11,10,15.9,16.1,16,56.9,904,3402,434,1012,48,371,13,180,0.297,0.335,0.413,0.748,98,,,,,,,,,,,,,,*456/D,2017
944,y X-Melvin Mora,1st,0,0,19,19,13,28.3,26,27.2,55.7,1556,5422,794,1503,171,754,93,520,0.277,0.35,0.431,0.781,105,,,,,,,,,,,,,,*56784/93D,2017
945,y X-J.D. Drew,1st,0,0,20,26,14,44.9,32.1,38.5,56.8,1566,5173,944,1437,242,795,87,862,0.278,0.384,0.489,0.873,125,,,,,,,,,,,,,,*987/D,2017
946,y X-Arthur Rhodes,1st,0,0,28,11,20,15.2,14.1,14.6,32.5,259,6,0,1,0,0,0,0,0.167,0.167,0.167,0.333,-11,87,70,4.08,109,1.304,900,61,33,1187.2,1033,126,516,1152,*1,2017
947,y X-Carlos Guillen,1st,0,0,30,25,14,27.7,24.2,26,55,1305,4673,733,1331,124,660,74,510,0.285,0.355,0.443,0.798,111,,,,,,,,,,,,,,*654D37,2017
948,y X-Pat Burrell,1st,0,0,20,24,12,18.9,16.5,17.7,53.6,1640,5503,767,1393,292,976,7,932,0.253,0.361,0.472,0.834,116,,,,,,,,,,,,,,*7D3/9,2017
949,y Chipper Jones,1st,410,0.972,181,70,19,85.2,46.8,66,55.7,2499,8984,1619,2726,468,1623,150,1512,0.303,0.401,0.529,0.93,141,,,,,,,,,,,,,,*5*76/D9,2018
950,y Vladimir Guerrero,2nd,392,0.929,209,59,16,59.4,41.2,50.3,56.8,2147,8155,1328,2590,449,1496,181,737,0.318,0.379,0.553,0.931,140,,,,,,,,,,,,,,*9*D/87,2018
951,y Jim Thome,1st,379,0.898,156,57,22,72.9,41.5,57.2,54.8,2543,8422,1583,2328,612,1699,19,1747,0.276,0.402,0.554,0.956,147,,,,,,,,,,,,,,*3*D*5,2018
952,y Trevor Hoffman,3rd,337,0.799,159,19,18,27.9,19.4,23.7,32.5,1007,34,1,4,0,5,0,0,0.118,0.118,0.176,0.294,-22,61,75,2.87,141,1.058,1035,0,601,1089.1,846,100,307,1133,*1,2018
953,y Edgar Martinez HOF,9th,297,0.704,132,50,18,68.4,43.7,56,55.7,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147,,,,,,,,,,,,,,*D*5/3,2018
954,y Mike Mussina HOF,5th,268,0.635,121,54,18,82.8,44.5,63.6,61.5,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1,270,153,3.68,123,1.192,537,536,0,3562.2,3460,376,785,2813,*1,2018
955,y Roger Clemens,6th,242,0.573,332,73,24,139.2,65.9,102.5,61.5,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17,354,184,3.12,143,1.173,709,707,0,4916.2,4185,363,1580,4672,*1,2018
956,y Barry Bonds,6th,238,0.564,340,77,22,162.8,72.7,117.8,53.6,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182,,,,,,,,,,,,,,*78D/9,2018
957,y Curt Schilling,6th,216,0.512,171,46,20,79.5,48.6,64.1,61.5,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9,216,146,3.46,127,1.137,569,436,22,3261,2998,347,711,3116,*1,2018
958,y Omar Vizquel,1st,156,0.37,120,42,24,45.6,26.8,36.2,55,2968,10586,1445,2877,80,951,404,1028,0.272,0.336,0.352,0.688,82,,,,,,,,,,,,,,*654/D379,2018
959,y Larry Walker,8th,144,0.341,148,58,17,72.7,44.7,58.7,56.8,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141,,,,,,,,,,,,,,*9387/D45,2018
960,y Fred McGriff,9th,98,0.232,100,48,19,52.6,36,44.3,54.8,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134,,,,,,,,,,,,,,*3D,2018
961,y Manny Ramirez,2nd,93,0.22,226,69,19,69.4,40,54.7,53.6,2302,8244,1544,2574,555,1831,38,1329,0.312,0.411,0.585,0.996,154,,,,,,,,,,,,,,*7*9*D,2018
962,y Jeff Kent,5th,61,0.145,123,51,17,55.4,35.7,45.6,56.9,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123,,,,,,,,,,,,,,*453/D6,2018
963,y Billy Wagner,3rd,47,0.111,107,24,16,27.7,19.8,23.7,32.5,810,20,1,2,0,1,0,1,0.1,0.143,0.1,0.243,-35,47,40,2.31,187,0.998,853,0,422,903,601,82,300,1196,*1,2018
964,y Gary Sheffield,4th,47,0.111,158,61,22,60.5,38,49.3,56.8,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140,,,,,,,,,,,,,,*9*7*5*D6/3,2018
965,y Scott Rolen,1st,43,0.102,99,40,17,70.2,43.7,56.9,55.7,2038,7398,1211,2077,316,1287,118,899,0.281,0.364,0.49,0.855,122,,,,,,,,,,,,,,*5,2018
966,y Sammy Sosa,6th,33,0.078,202,52,18,58.6,43.8,51.2,56.8,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128,,,,,,,,,,,,,,*98D/7,2018
967,y Andruw Jones,1st,31,0.073,109,34,17,62.8,46.5,54.7,57.8,2196,7599,1204,1933,434,1289,152,891,0.254,0.337,0.486,0.823,111,,,,,,,,,,,,,,*897D/3,2018
968,y X-Jamie Moyer,1st,10,0.024,56,39,25,49.8,32.8,41.3,61.5,236,400,24,51,0,15,0,35,0.128,0.199,0.14,0.339,-8,269,209,4.25,103,1.322,696,638,0,4074,4231,522,1155,2441,*1,2018
969,y X-Johan Santana,1st,10,0.024,82,35,12,51.7,45,48.3,61.5,117,248,11,40,1,9,0,9,0.161,0.191,0.23,0.421,13,139,78,3.2,136,1.132,360,284,1,2025.2,1726,220,567,1988,*1,2018
970,y X-Johnny Damon,1st,8,0.019,90,45,18,56.4,33,44.7,57.8,2490,9736,1668,2769,235,1139,408,1003,0.284,0.352,0.433,0.785,104,,,,,,,,,,,,,,*8*7*D9/3,2018
971,y X-Hideki Matsui,1st,4,0.009,37,21,10,21.2,21.3,21.3,53.6,1236,4442,656,1253,175,760,13,547,0.282,0.36,0.462,0.822,118,,,,,,,,,,,,,,*7*D8/9,2018
972,y X-Chris Carpenter,1st,2,0.005,70,26,15,34.2,29.3,31.8,61.5,196,439,18,52,2,21,0,12,0.118,0.145,0.15,0.296,-21,144,94,3.76,116,1.276,350,332,0,2219.1,2205,220,627,1697,*1,2018
973,y X-Kerry Wood,1st,2,0.005,24,14,14,27.5,24.9,26.2,32.5,341,346,23,59,7,32,0,11,0.171,0.196,0.249,0.444,15,86,75,3.67,117,1.267,446,178,63,1380,1083,148,666,1582,*1,2018
974,y X-Carlos Lee,1st,1,0.002,79,35,14,28.3,23.3,25.8,53.6,2099,7983,1125,2273,358,1363,125,655,0.285,0.339,0.483,0.821,113,,,,,,,,,,,,,,*73D,2018
975,y X-Livan Hernandez,1st,1,0.002,41,16,17,30.1,27.4,28.8,61.5,491,973,64,215,10,85,0,10,0.221,0.231,0.295,0.526,38,178,177,4.44,95,1.44,519,474,1,3189,3525,362,1066,1976,*1,2018
976,y X-Carlos Zambrano,1st,0,0,30,23,12,43.9,38.3,41.1,61.5,365,693,75,165,24,71,1,10,0.238,0.248,0.388,0.636,62,132,91,3.66,120,1.331,354,302,0,1959,1709,161,898,1637,*1,2018
977,y X-Brad Lidge,1st,0,0,48,10,11,7.9,12.1,10,32.5,578,7,0,2,0,2,0,0,0.286,0.286,0.429,0.714,81,26,32,3.54,122,1.291,603,1,225,603.1,492,57,287,799,*1,2018
978,y X-Kevin Millwood,1st,0,0,34,20,16,29.8,24.9,27.3,61.5,241,472,22,57,4,27,0,21,0.121,0.158,0.178,0.336,-13,169,152,4.11,106,1.328,451,443,0,2720.1,2770,296,843,2083,*1,2018
979,y X-Aubrey Huff,1st,0,0,30,20,13,20.4,22.6,21.5,54.8,1681,6104,806,1699,242,904,37,571,0.278,0.342,0.464,0.806,114,,,,,,,,,,,,,,*3*D*597/4,2018
980,y X-Jason Isringhausen,1st,0,0,71,7,16,13,12,12.5,32.5,500,104,11,21,2,16,0,5,0.202,0.241,0.317,0.558,48,51,55,3.64,115,1.328,724,52,300,1007.2,901,85,437,830,*1,2018
981,y X-Orlando Hudson,1st,0,0,21,18,11,30.9,27.3,29.1,56.9,1345,4825,648,1319,93,542,85,483,0.273,0.341,0.412,0.752,97,,,,,,,,,,,,,,*4/5D,2018
982,y Mariano Rivera,1st,425,1,214,30,19,56.2,28.7,42.5,32.5,73,3,0,0,0,1,0,1,0,0.25,0,0.25,-27,82,60,2.21,205,1,1115,10,652,1283.2,998,71,286,1173,*1,2019
983,y Edgar Martinez,10th,363,0.854,132,50,18,68.4,43.7,56,55.7,2055,7213,1219,2247,309,1261,49,1283,0.312,0.418,0.515,0.933,147,,,,,,,,,,,,,,*D*5/3,2019
984,y Roy Halladay,1st,363,0.854,127,45,16,64.3,50.6,57.4,61.5,115,275,15,34,0,12,0,4,0.124,0.136,0.131,0.267,-27,203,105,3.38,131,1.178,416,390,1,2749.1,2646,236,592,2117,*1,2019
985,y Mike Mussina,6th,326,0.767,121,54,18,82.8,44.5,63.6,61.5,22,52,3,9,0,5,0,1,0.173,0.189,0.192,0.381,1,270,153,3.68,123,1.192,537,536,0,3562.2,3460,376,785,2813,*1,2019
986,y Curt Schilling,7th,259,0.609,171,46,20,79.5,48.6,64.1,61.5,402,773,39,117,0,29,1,25,0.151,0.178,0.171,0.348,-9,216,146,3.46,127,1.137,569,436,22,3261,2998,347,711,3116,*1,2019
987,y Roger Clemens,7th,253,0.595,332,73,24,139.2,65.9,102.5,61.5,95,179,5,31,0,12,0,13,0.173,0.236,0.207,0.443,17,354,184,3.12,143,1.173,709,707,0,4916.2,4185,363,1580,4672,*1,2019
988,y Barry Bonds,7th,251,0.591,340,77,22,162.8,72.7,117.8,53.6,2986,9847,2227,2935,762,1996,514,2558,0.298,0.444,0.607,1.051,182,,,,,,,,,,,,,,*78D/9,2019
989,y Larry Walker,9th,232,0.546,148,58,17,72.7,44.7,58.7,56.8,1988,6907,1355,2160,383,1311,230,913,0.313,0.4,0.565,0.965,141,,,,,,,,,,,,,,*9387/D45,2019
990,y Omar Vizquel,2nd,182,0.428,120,42,24,45.6,26.8,36.2,55,2968,10586,1445,2877,80,951,404,1028,0.272,0.336,0.352,0.688,82,,,,,,,,,,,,,,*654/D379,2019
991,y X-Fred McGriff,10th,169,0.398,100,48,19,52.6,36,44.3,54.8,2460,8757,1349,2490,493,1550,72,1305,0.284,0.377,0.509,0.886,134,,,,,,,,,,,,,,*3D,2019
992,y Manny Ramirez,3rd,97,0.228,226,69,19,69.4,40,54.7,53.6,2302,8244,1544,2574,555,1831,38,1329,0.312,0.411,0.585,0.996,154,,,,,,,,,,,,,,*7*9*D,2019
993,y Jeff Kent,6th,77,0.181,123,51,17,55.4,35.7,45.6,56.9,2298,8498,1320,2461,377,1518,94,801,0.29,0.356,0.5,0.855,123,,,,,,,,,,,,,,*453/D6,2019
994,y Scott Rolen,2nd,73,0.172,99,40,17,70.2,43.7,56.9,55.7,2038,7398,1211,2077,316,1287,118,899,0.281,0.364,0.49,0.855,122,,,,,,,,,,,,,,*5,2019
995,y Billy Wagner,4th,71,0.167,107,24,16,27.7,19.8,23.7,32.5,810,20,1,2,0,1,0,1,0.1,0.143,0.1,0.243,-35,47,40,2.31,187,0.998,853,0,422,903,601,82,300,1196,*1,2019
996,y Todd Helton,1st,70,0.165,175,59,17,61.2,46.5,53.9,54.8,2247,7962,1401,2519,369,1406,37,1335,0.316,0.414,0.539,0.953,133,,,,,,,,,,,,,,*3/7D9,2019
997,y Gary Sheffield,5th,58,0.136,158,61,22,60.5,38,49.3,56.8,2576,9217,1636,2689,509,1676,253,1475,0.292,0.393,0.514,0.907,140,,,,,,,,,,,,,,*9*7*5*D6/3,2019
998,y Andy Pettitte,1st,42,0.099,128,44,18,60.2,34.1,47.1,61.5,108,196,6,27,1,13,0,6,0.138,0.163,0.184,0.346,-10,256,153,3.85,117,1.351,531,521,0,3316,3448,288,1031,2448,*1,2019
999,y Sammy Sosa,7th,36,0.085,202,52,18,58.6,43.8,51.2,56.8,2354,8813,1475,2408,609,1667,234,929,0.273,0.344,0.534,0.878,128,,,,,,,,,,,,,,*98D/7,2019
1000,y Andruw Jones,2nd,32,0.075,109,34,17,62.8,46.5,54.7,57.8,2196,7599,1204,1933,434,1289,152,891,0.254,0.337,0.486,0.823,111,,,,,,,,,,,,,,*897D/3,2019
1001,y X-Michael Young,1st,9,0.021,112,36,14,24.6,21.4,23,55,1970,7918,1137,2375,185,1030,90,575,0.3,0.346,0.441,0.787,104,,,,,,,,,,,,,,*6*5*4D3,2019
1002,y X-Lance Berkman,1st,5,0.012,98,44,15,52.1,39.3,45.7,53.6,1879,6491,1146,1905,366,1234,86,1201,0.293,0.406,0.537,0.943,144,,,,,,,,,,,,,,*3*7*98D,2019
1003,y X-Miguel Tejada,1st,5,0.012,149,44,16,47.3,36.6,41.9,55,2171,8434,1230,2407,307,1302,85,553,0.285,0.336,0.456,0.791,108,,,,,,,,,,,,,,*654/D3,2019
1004,y X-Roy Oswalt,1st,4,0.009,59,34,13,50.1,40.3,45.2,61.5,335,657,30,101,1,36,0,27,0.154,0.193,0.169,0.362,-4,163,102,3.36,127,1.211,365,341,0,2245.1,2199,197,520,1852,*1/7,2019
1005,y X-Placido Polanco,1st,2,0.005,42,26,16,41.5,32.3,36.9,56.9,1927,7214,1009,2142,104,723,81,429,0.297,0.343,0.397,0.74,95,,,,,,,,,,,,,,*4*56/7D3,2019
1006,y X-Travis Hafner,1st,0,0,31,19,12,24.8,24.6,24.7,54.8,1183,4058,619,1107,213,731,11,598,0.273,0.376,0.498,0.874,134,,,,,,,,,,,,,,*D3,2019
1007,y X-Darren Oliver,1st,0,0,20,9,20,22.1,16.8,19.5,32.5,181,217,17,48,1,20,0,8,0.221,0.259,0.286,0.544,38,118,98,4.51,104,1.439,766,229,7,1915.2,2037,216,720,1259,*1,2019
1008,y X-Kevin Youkilis,1st,0,0,29,23,10,32.6,31.2,31.9,54.8,1061,3749,653,1053,150,618,26,539,0.281,0.382,0.478,0.861,123,,,,,,,,,,,,,,*3*5/7D49,2019
1009,y X-Rick Ankiel,1st,0,0,0,5,11,5.3,6.5,5.9,57.8,651,1921,260,462,76,251,21,162,0.24,0.302,0.422,0.724,92,13,10,3.9,119,1.355,51,41,1,242,198,32,130,269,*8917,2019
1010,y X-Vernon Wells,1st,0,0,52,19,15,28.5,26.2,27.3,57.8,1731,6642,930,1794,270,958,109,472,0.27,0.319,0.459,0.778,104,,,,,,,,,,,,,,*87D9/345,2019
1011,y X-Jon Garland,1st,0,0,17,9,13,22.4,19.5,21,61.5,102,175,12,24,1,7,0,10,0.137,0.187,0.166,0.353,-4,136,125,4.37,103,1.387,365,342,1,2151.1,2260,263,723,1156,*1,2019
1012,y X-Derek Lowe,1st,0,0,51,19,17,34.4,28.4,31.4,61.5,258,436,30,65,1,25,1,29,0.149,0.201,0.186,0.387,4,176,157,4.03,109,1.33,681,377,86,2671.1,2759,217,794,1722,*1,2019
1013,y X-Jason Bay,1st,0,0,47,21,11,24.6,24.6,24.6,53.6,1278,4505,737,1200,222,754,95,636,0.266,0.36,0.481,0.841,121,,,,,,,,,,,,,,*78/9D,2019
1014,y X-Juan Pierre,1st,0,0,63,23,14,17.1,16.7,16.9,57.8,1994,7525,1075,2217,18,517,614,464,0.295,0.343,0.361,0.704,84,,,,,,,,,,,,,,*8*7/D,2019
1015,y X-Freddy Garcia,1st,0,0,38,23,15,34.2,27.4,30.8,61.5,39,77,1,12,0,4,0,2,0.156,0.175,0.182,0.357,-5,156,108,4.15,107,1.303,376,357,0,2264,2243,285,708,1621,*1,2019
1016,y X-Ted Lilly,1st,0,0,12,16,15,27.1,24.6,25.8,61.5,186,347,10,35,0,17,3,8,0.101,0.124,0.124,0.248,-34,130,113,4.14,106,1.255,356,331,0,1982.2,1827,293,661,1681,*1,2019
