Rk,Name,YoB,Votes,Pvote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,Gp,GS,SV,IP,Hp,HRp,BBp,SO,PosSummary,Year
257,y Bobby Bonds,9th,35,0.076,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1995
258,y Vada Pinson,14th,32,0.07,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1995
259,y X-Thurman Munson,15th,30,0.065,90,29,11,46.1,37,41.6,44.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,,,,,,,,,,,,,,*2D/9375,1995
260,y Graig Nettles,2nd,28,0.061,63,31,22,68,42.4,55.2,55.7,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,,,,,,,,,,,,,,*57/39D68,1995
261,y Mickey Lolich,11th,26,0.057,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1995
262,y Vida Blue,4th,26,0.057,114,35,17,45.1,38.3,41.7,61.5,273,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4,209,161,3.27,108,1.233,502,473,2,3343.1,2939,263,1185,2175,*1,1995
263,y Ron Guidry,2nd,25,0.054,107,38,14,47.8,38,42.9,61.5,14,0,4,0,0,0,0,0,,,,,,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,1995
264,y Rusty Staub,5th,23,0.05,59,38,23,45.8,33.3,39.6,56.8,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,,,,,,,,,,,,,,*9*D*37/8,1995
265,y X-George Foster,4th,19,0.041,92,27,18,44.2,36.9,40.5,53.6,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126,,,,,,,,,,,,,,*789/D3,1995
266,y X-Don Baylor,2nd,12,0.026,44,30,19,28.5,21.7,25.1,53.6,2292,8198,1236,2135,338,1276,285,805,0.26,0.342,0.436,0.777,118,,,,,,,,,,,,,,*D*7938,1995
267,y X-Buddy Bell,1st,8,0.017,67,30,18,66.3,40.5,53.4,55.7,2405,8995,1151,2514,201,1106,55,836,0.279,0.341,0.406,0.747,109,,,,,,,,,,,,,,*5986/D374,1995
268,y X-Darrell Evans,1st,8,0.017,42,40,21,58.8,37.3,48.1,55.7,2687,8973,1344,2223,414,1354,98,1605,0.248,0.361,0.431,0.792,119,,,,,,,,,,,,,,*5*3D7/6,1995
269,y X-Kent Tekulve,1st,6,0.013,52,14,16,25.5,19.3,22.4,32.5,1050,121,8,10,0,2,0,6,0.083,0.126,0.083,0.209,-41,94,90,2.85,132,1.25,1050,0,184,1436.2,1305,63,491,779,*1/7,1995
270,y X-Willie Hernandez,1st,2,0.004,48,13,13,16.7,15.9,16.3,32.5,396,63,4,13,0,3,2,1,0.206,0.219,0.238,0.457,23,70,63,3.38,119,1.245,744,11,147,1044.2,952,97,349,788,*1,1995
271,y X-Bob Forsch,1st,2,0.004,33,20,16,24.6,22.1,23.3,61.5,509,893,77,190,12,84,3,27,0.213,0.235,0.321,0.557,53,168,136,3.76,98,1.291,498,422,3,2794.2,2777,216,832,1133,*1,1995
272,y X-Jim Sundberg,1st,1,0.002,87,24,16,40.5,28.7,34.6,44.7,1962,6021,621,1493,95,624,20,699,0.248,0.327,0.348,0.674,90,,,,,,,,,,,,,,*2/7D,1995
273,y X-Mike Krukow,1st,1,0.002,10,11,14,24,19.9,22,61.5,371,722,44,139,5,54,3,17,0.193,0.214,0.244,0.457,26,124,117,3.9,96,1.349,369,355,1,2190.2,2188,196,767,1478,*1,1995
274,y X-Chris Speier,1st,1,0.002,26,19,19,30.6,22.5,26.6,55,2260,7156,770,1759,112,720,42,847,0.246,0.327,0.349,0.676,88,,,,,,,,,,,,,,*654/3,1995
275,y X-Doyle Alexander,1st,0,0,23,24,19,35,29.4,32.2,61.5,146,265,19,44,0,17,0,9,0.166,0.195,0.196,0.391,9,194,174,3.76,103,1.293,561,464,3,3367.2,3376,324,978,1528,*1,1995
276,y X-Rick Rhoden,1st,0,0,24,21,16,35.3,30,32.7,61.5,367,761,58,181,9,75,0,17,0.238,0.253,0.323,0.576,60,151,125,3.59,104,1.314,413,380,1,2593.2,2606,198,801,1419,*1/D,1995
277,y X-Manny Trillo,1st,0,0,23,12,17,11.3,10.3,10.8,56.9,1780,5950,598,1562,61,571,56,452,0.263,0.316,0.345,0.66,81,,,,,,,,,,,,,,*453/6,1995
278,y X-Greg Gross,1st,0,0,13,16,17,12.5,13.4,12.9,56.8,1809,3745,449,1073,7,308,39,523,0.287,0.372,0.351,0.723,103,0,0,10.8,50,3.6,2,0,0,1.2,4,0,2,3,*7*983/1,1995
279,y Phil Niekro HOF,4th,321,0.683,157,52,24,95.9,54.3,75.1,61.5,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,*1,1996
280,y Tony Perez HOF,5th,309,0.657,81,41,23,54,36.5,45.3,54.8,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,,,,,,,,,,,,,,*3*5D/4,1996
281,y Don Sutton HOF,3rd,300,0.638,149,58,23,66.7,33.9,50.3,61.5,611,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,*1,1996
282,y Steve Garvey,4th,175,0.372,131,32,19,38.1,28.8,33.4,54.8,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,,,,,,,,,,,,,,*35/749,1996
283,y Ron Santo HOF,13th,174,0.37,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1996
284,y X-Tony Oliva,15th,170,0.362,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1996
285,y Jim Rice HOF,2nd,166,0.353,147,43,16,47.7,36.4,42.1,53.6,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,,,,,,,,,,,,,,*7*D9/8,1996
286,y Bruce Sutter HOF,3rd,137,0.291,79,17,12,24.1,24.3,24.2,32.5,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,1996
287,y Tommy John,2nd,102,0.217,112,44,26,61.5,34.6,48,61.5,452,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,3,4710.1,4783,302,1259,2245,*1,1996
288,y Jim Kaat,8th,91,0.194,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1996
289,y Dick Allen,13th,89,0.189,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1996
290,y X-Curt Flood,15th,71,0.151,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1996
291,y Luis Tiant,9th,64,0.136,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1996
292,y Dave Concepcion,3rd,63,0.134,107,29,19,40.1,29.9,35,55,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,,1.5,1,0,0,1.1,2,0,0,1,*6453/81,1996
293,y Minnie Minoso,12th,62,0.132,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1996
294,y X-Vada Pinson,15th,51,0.109,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1996
295,y Joe Torre HOF,14th,50,0.106,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1996
296,y Ron Guidry,3rd,37,0.079,107,38,14,47.8,38,42.9,61.5,14,0,4,0,0,0,0,0,,,,,,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,1996
297,y Graig Nettles,3rd,37,0.079,63,31,22,68,42.4,55.2,55.7,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,,,,,,,,,,,,,,*57/39D68,1996
298,y Bob Boone,1st,36,0.077,102,25,19,27.4,20.4,23.9,44.7,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82,,,,,,,,,,,,,,*2/35D7,1996
299,y Mickey Lolich,12th,33,0.07,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1996
300,y Fred Lynn,1st,26,0.055,85,33,17,50.2,38.4,44.3,57.8,1969,6925,1063,1960,306,1111,72,857,0.283,0.36,0.484,0.845,129,,,,,,,,,,,,,,*897D,1996
301,y Keith Hernandez,1st,24,0.051,86,32,17,60.4,41.3,50.8,54.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,,,,,,,,,,,,,,*3/79,1996
302,y Bobby Bonds,10th,24,0.051,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1996
303,y Rusty Staub,6th,24,0.051,59,38,23,45.8,33.3,39.6,56.8,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,,,,,,,,,,,,,,*9*D*37/8,1996
304,y X-Dan Quisenberry,1st,18,0.038,68,19,12,24.7,22.5,23.6,32.5,101,6,0,1,0,1,0,1,0.167,0.286,0.167,0.452,32,56,46,2.76,146,1.175,674,0,244,1043.1,1064,59,162,379,*1,1996
305,y X-Frank White,1st,18,0.038,81,19,18,34.8,23.6,29.2,56.9,2324,7859,912,2006,160,886,178,412,0.255,0.293,0.383,0.675,85,,,,,,,,,,,,,,*46/5D9,1996
306,y X-Bill Buckner,1st,10,0.021,70,26,22,15.1,16.4,15.8,54.8,2517,9397,1077,2715,174,1208,183,450,0.289,0.321,0.408,0.729,100,,,,,,,,,,,,,,*3*79D,1996
307,y X-Jerry Reuss,1st,2,0.004,49,29,22,35.1,29.3,32.2,61.5,552,1024,71,171,1,58,1,69,0.167,0.22,0.195,0.415,17,220,191,3.64,100,1.325,628,547,11,3669.2,3734,245,1127,1907,*1,1996
308,y X-John Tudor,1st,2,0.004,37,26,12,34.2,30.3,32.2,61.5,183,384,22,59,0,18,1,17,0.154,0.189,0.182,0.371,4,117,72,3.12,124,1.198,281,263,1,1797,1677,156,475,988,1,1996
309,y X-Chet Lemon,1st,1,0.002,23,20,16,55.6,37.2,46.4,57.8,1988,6868,973,1875,215,884,58,749,0.273,0.355,0.442,0.797,121,,,,,,,,,,,,,,*8*9D/547,1996
310,y X-Johnny Ray,1st,0,0,16,19,10,24.2,23,23.6,56.9,1353,5188,604,1502,53,594,80,353,0.29,0.333,0.391,0.724,101,,,,,,,,,,,,,,*47/D,1996
311,y X-Claudell Washington,1st,0,0,12,16,17,19.6,17.9,18.7,56.8,1912,6787,926,1884,164,824,312,468,0.278,0.325,0.42,0.745,106,,,,,,,,,,,,,,*9*7*8D,1996
312,y X-Bob Knepper,1st,0,0,20,15,15,21.9,22.3,22.1,61.5,449,840,47,115,6,59,2,41,0.137,0.177,0.196,0.374,6,146,155,3.68,95,1.327,445,413,1,2708,2737,228,857,1473,*1,1996
313,y X-Jeffrey Leonard,1st,0,0,9,11,14,9.9,13.9,11.9,53.6,1415,5045,614,1342,144,723,163,342,0.266,0.312,0.411,0.723,102,,,,,,,,,,,,,,*7D98/3,1996
314,y Phil Niekro,5th,380,0.803,157,52,24,95.9,54.3,75.1,61.5,742,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,*1,1997
315,y Don Sutton HOF,4th,346,0.732,149,58,23,66.7,33.9,50.3,61.5,611,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,*1,1997
316,y Tony Perez HOF,6th,312,0.66,81,41,23,54,36.5,45.3,54.8,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,,,,,,,,,,,,,,*3*5D/4,1997
317,y Ron Santo HOF,14th,186,0.393,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1997
318,y Jim Rice HOF,3rd,178,0.376,147,43,16,47.7,36.4,42.1,53.6,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,,,,,,,,,,,,,,*7*D9/8,1997
319,y Steve Garvey,5th,167,0.353,131,32,19,38.1,28.8,33.4,54.8,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,,,,,,,,,,,,,,*35/749,1997
320,y Bruce Sutter HOF,4th,130,0.275,79,17,12,24.1,24.3,24.2,32.5,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,1997
321,y Jim Kaat,9th,107,0.226,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1997
322,y X-Joe Torre HOF,15th,105,0.222,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1997
323,y Tommy John,3rd,97,0.205,112,44,26,61.5,34.6,48,61.5,452,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,3,4710.1,4783,302,1259,2245,*1,1997
324,y Minnie Minoso,13th,84,0.178,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1997
325,y Dave Parker,1st,83,0.175,125,42,19,40.1,37.4,38.7,56.8,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,,,,,,,,,,,,,,*9*D78/34,1997
326,y X-Dick Allen,14th,79,0.167,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1997
327,y Dave Concepcion,4th,60,0.127,107,29,19,40.1,29.9,35,55,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,,1.5,1,0,0,1.1,2,0,0,1,*6453/81,1997
328,y Luis Tiant,10th,53,0.112,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1997
329,y Keith Hernandez,2nd,45,0.095,86,32,17,60.4,41.3,50.8,54.8,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,,,,,,,,,,,,,,*3/79,1997
330,y Mickey Lolich,13th,34,0.072,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1997
331,y Ron Guidry,4th,31,0.066,107,38,14,47.8,38,42.9,61.5,14,0,4,0,0,0,0,0,,,,,,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,*1/8,1997
332,y Bob Boone,2nd,28,0.059,102,25,19,27.4,20.4,23.9,44.7,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82,,,,,,,,,,,,,,*2/35D7,1997
333,y Dwight Evans,1st,28,0.059,70,44,20,67.1,37.3,52.2,56.8,2606,8996,1470,2446,385,1384,78,1391,0.272,0.37,0.47,0.84,127,,,,,,,,,,,,,,*9D378,1997
334,y X-Ken Griffey,1st,22,0.047,41,31,19,34.5,23.6,29.1,56.8,2097,7229,1129,2143,152,859,200,719,0.296,0.359,0.431,0.79,118,,,,,,,,,,,,,,*9*783/D,1997
335,y X-Graig Nettles,4th,22,0.047,63,31,22,68,42.4,55.2,55.7,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,,,,,,,,,,,,,,*57/39D68,1997
336,y X-Fred Lynn,2nd,22,0.047,85,33,17,50.2,38.4,44.3,57.8,1969,6925,1063,1960,306,1111,72,857,0.283,0.36,0.484,0.845,129,,,,,,,,,,,,,,*897D,1997
337,y X-Bobby Bonds,11th,20,0.042,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1997
338,y X-Rusty Staub,7th,18,0.038,59,38,23,45.8,33.3,39.6,56.8,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,,,,,,,,,,,,,,*9*D*37/8,1997
339,y X-Rick Reuschel,1st,2,0.004,49,31,19,69.5,43.7,56.6,61.5,567,1115,82,187,4,79,3,46,0.168,0.202,0.217,0.419,15,214,191,3.37,114,1.275,557,529,5,3548.1,3588,221,935,2015,*1,1997
340,y X-Garry Templeton,1st,2,0.004,59,22,16,27.9,23.7,25.8,55,2079,7721,893,2096,70,728,242,375,0.271,0.304,0.369,0.673,87,,,,,,,,,,,,,,*6/359,1997
341,y X-Mike Scott,1st,2,0.004,57,19,13,22.7,26.2,24.4,61.5,348,653,33,81,2,45,2,27,0.124,0.158,0.155,0.313,-11,124,108,3.54,100,1.201,347,319,3,2068.2,1858,173,627,1469,*1,1997
342,y X-Terry Puhl,1st,1,0.002,9,15,15,28.4,23.7,26.1,56.8,1531,4855,676,1361,62,435,217,505,0.28,0.349,0.388,0.737,112,,,,,,,,,,,,,,*9*87/3D,1997
343,y X-Terry Kennedy,1st,1,0.002,41,23,14,21.6,19.4,20.5,44.7,1491,4979,474,1313,113,628,6,365,0.264,0.314,0.386,0.699,96,,,,,,,,,,,,,,*2/73,1997
344,y Don Sutton,5th,386,0.816,149,58,23,66.7,33.9,50.3,61.5,611,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,*1,1998
345,y Tony Perez HOF,7th,321,0.679,81,41,23,54,36.5,45.3,54.8,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,,,,,,,,,,,,,,*3*5D/4,1998
346,y X-Ron Santo HOF,15th,204,0.431,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1998
347,y Jim Rice HOF,4th,203,0.429,147,43,16,47.7,36.4,42.1,53.6,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,,,,,,,,,,,,,,*7*D9/8,1998
348,y Gary Carter HOF,1st,200,0.423,135,41,19,70.1,48.4,59.3,44.7,2296,7971,1025,2092,324,1225,39,848,0.262,0.335,0.439,0.773,115,,,,,,,,,,,,,,*293/75,1998
349,y Steve Garvey,6th,195,0.412,131,32,19,38.1,28.8,33.4,54.8,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,,,,,,,,,,,,,,*35/749,1998
350,y Bruce Sutter HOF,5th,147,0.311,79,17,12,24.1,24.3,24.2,32.5,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,1998
351,y Jim Kaat,10th,129,0.273,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1998
